Ms. Sandra L. Porter ,Eaton Rapids Public Library,220 South Main Street,,Eaton Rapids,MI,48827-1256,sporter@cityofeatonrapids.com,5176638118,http://www.ci.eaton-rapids.mi.us/library.htm,"M&W 10a-8p; T,Th,F 10a-5p; Sa 11a-2p (Closed Saturdays between Memorial Day and Labor Day)",5214,2
Ms. Nannette Diane Miller ,Elk Rapids District Library,300 Isle of Pines,P.O. Box 337,Elk Rapids,MI,49629-0337,erdl@elkrapidsnet.com,2312649979,www.elkrapidslibrary.org,"M-Th 10-8; F,Sa 10-5; Sun 1-5",5432,2
Ms. Kathleen Holman ,Forsyth Township Public Library,184 West Flint Street,P.O. Box 1328,Gwinn,MI,49841-1328,kholman@uproc.lib.mi.us,9063463433,,"M,W 12-8; Tu,Th 9-5",6164,2
Ms. Tammy Lane Borden ,Freeport District Library,208 South State Street,P.O. Box 4,Freeport,MI,49325-9759,fre@llcoop.org,6167655181,http://www.freeportdl.michlibrary.org,"M,Th 1-8; W 9-5; F 9-5; Sa 9-11(Sep-Apr) ",5641,2
Ms. Susan M. Zubiena ,Hancock School Public Library,501 Campus Drive,,Hancock,MI,49930-1845,sue@hancock.k12.mi.us,9064832544,http://www.hancock.k12.mi.us/cat_index_130.php,"M,W 8-8; Tu,Th 8-4:30; F 8-3 (Jun 20-Aug 20 M,W 9-3; Tu,Th 9-12)",6831,2
Ms. Vicki M. Mazure ,Harbor Beach Area District Library,105 North Huron Avenue,,Harbor Beach,MI,48441-1167,vicki@hbadl.org,9894793417,http://www.hbadl.org/,"M,W,F 12-8; Tu,Th,Sa 9-5",6119,2
Ms. Stephanie A. Daniels ,Hartford Public Library,15 Franklin Street,P.O. Box 8,Hartford,MI,49057-0008,hartfordlibrary2000@yahoo.com,2696213408,http://www.hartfordpl.michlibrary.org,"M,W 10-7; Tu,Th, F 10-5; Sa 10-2",6582,2
Ms. Kay Marie Brennan ,Hesperia Community Library,80 South Division Street,,Hesperia,MI,49421-9004,heskb@hesperialibrary.org,2318549527,http://hesperialibrary.org,M-Th 10-7; F 10-5; Sa 10-3,5933,2
Ms. Jonelle A. Ball ,Home Township Library,329 East Main Street,P.O. Box 589,Edmore,MI,48829-0589,edmjb@llcoop.org,9894275241,http://edmore.llcoop.org/,"M,W 9-8; Tu,Th,F 9-5; Sa 10-2",4220,2
Ms. Natalie A. Bazan ,Hopkins District Library,118 East Main Street,P.O. Box 34 ,Hopkins,MI,49328-0366,hopnb@llcoop.org,2697937516,http://hopkins.llcoop.org/,M 10-8; Tu 10-5; W 10-8; Th Closed; F 10-5; Sa 10-1; Su Closed,4610,2
Donna Fischer ,Howe Memorial Library,128 East Saginaw Street ,P.O. Box 398 ,Breckenridge,MI,48615-0398,brecklib128@yahoo.com,9898423202,,M 10a-7p; W 10a-5p; Th 12p-7p,5531,2
Ms. Joann E. Crater ,Hudson Public Library,205 South Market Street,,Hudson,MI,49247-1319,joannatthelibrary@yahoo.com,5174483801,http://www.hudsonpl.michlibrary.org,M 1-6; Tu 9-6; W 9-5; Th 9-5; F 9-3; Sa 9-1,4978,2
Ms. Cindy Lou Poquette ,Indian River Area Library,3546 South Straits Highway,P.O. Box 160,Indian River,MI,49749-0160,indriv1@northland.lib.mi.us,2312388581,http://indianriverarealibrary.michlibrary.org,"Tu 10-8; W, Th, F 10-5:30; Sa 10-3",5584,2
Ms. Janette F. Grice ,Interlochen Public Library,9700 Riley Road,,Interlochen,MI,49643-0359,jgrice@tadl.org,2312766767,http://www.interlochenpubliclibrary.org/,"M,Tu,F,Sa 9-5; W,Th 9-8",5784,2
Ms. Alicia I. Kershaw ,J. C. Wheeler Public Library,P.O. Box 226,1576 S. Main,Martin,MI,49070-0226,booksbox226@yahoo.com,2696727875,http://wheelerpl.michlibrary.org/ ,M 12pm-7pm; T 10am-5pm; W 10am-5pm; Th Closed; F 10am-5pm; Sa 9am-1pm,6443,2
Ms. Glenna A. Ford ,Jacquelin E. Opperman Memorial Library,Kingston Community Schools,5790 State Street,Kingston,MI,48741,gford@kingston.lib.mi.us,9896832500,http://www.kingston.lib.mi.us,"School Days: M,F 8-3; Tu,W,Th 8-3, 6-8; Sa 10-3, Non School Days: M Closed; Tu,F,Sa 10-3; W,Th 5-8",4080,2
Ms. Mary E. Miller ,Jonesville District Library,310 Church Street,P.O. Box 184,Jonesville,MI,49250-1046,memiller@monroe.lib.mi.us,5178499701,http://jonesvilledistrictlibrary.michlibrary.org/ ,"M,W 11-8; Tu,Th,F 11-6; Sa 10-2",5945,2
Ms. Dawn A. Pringle ,Jordan Valley District Library,One Library Lane,P.O. Box 877,East Jordan,MI,49727-0877,dir@jvdl.info,2315367131,http://jvdl.info/,"M,W 9-7; Tu,Th,F 9-5; Sa 9-1; Su 1-5",6997,2
Ms. Constance M. Teachworth ,Lake Odessa Community Library,1007 Fourth Avenue,,Lake Odessa,MI,48849-1023,lkocmt@llcoop.org,6163744591,http://www.lakeodessalibrary.org/,"Tu,Th 9-7; W,F 9-5; Sa 9-12",4168,2
Ms. Andrea Lynee Estelle ,Leighton Township Library,4451 12th Street,PO Box H,Moline,MI,49335-0250,molae@llcoop.org,6168774143,http://www.leightonlibrary.org/,"M,Th 10-8; W 1-8; F 1-5; Sa 10-1",4934,2
Ms. Sylvia J. Merz ,Leland Township Public Library,203 East Cedar Street,P.O. Box 736,Leland,MI,49654-0736,lelandlibrary@lelandtownshiplibrary.org,2312569152,http://www.lelandtownshiplibrary.michlibrary.org,"M, Tu, Th, F 10-5; W 10-6; Sa 10-2",5857,2
Patricia Ganger ,Luther Area Public Library,115 State Street,P.O. Box 86,Luther,MI,49656-0086,lutherlibrary@att.net ,2317978006,http://www.lutherlibrary.michlibrary.org,"M,W,F 10:30-6; Th 2-6; Sa 10:30-1:30",4141,2
Ms. Shelley A. Scott ,M. Alice Chapin Memorial Library,120 East Main Street,P.O. Box 549,Marion,MI,49665-0549,marionlibrary@sbcglobal.net,2317432421,,M-F 9-5; Sa 9-1,4197,2
Ms. Jolene E. Michaels ,Mackinaw Area Public Library,528 West Central Avenue,P.O. Box 67,Mackinaw City,MI,49701-0067,mackinaw3@gmail.com,2314365451,http://www.mackinawareapl.michlibrary.org,"M,Tu,Th,F 11-5; W 1-9",5068,2
,Mancelona Township Library,202 West State Street,P.O. Box 499,Mancelona,MI,49659-0499,mancelona.twp.library@gmail.com,2315879451,,"Tu,W,F 10-6; Th 12-8",6405,2
Ms. Christine W. Nofsinger ,Marcellus Township Wood Memorial Library,205 East Main Street,P.O. Box 49,Marcellus,MI,49067,cnofsinger@gmail.com,2696469654,http://www.marcelluslibrary.org/,"M,Tu,Th 12-7; W 10-7; F 12-5; Sa 10-2",4101,2
Ms. Jessica J. Moore ,Marlette District Library,3116 Main Street,,Marlette,MI,48453-1234,j.moore@vlc.lib.mi.us,9896352838,http://www.marlettelibrary.org,"M,W,F 9-5; Tu,Th 12-8; Sa 10-2",5241,2
Ms. Jill L. Fox ,Mayville District Public Library,6090 Fulton Street,P.O. Box 440,Mayville,MI,48744-0440,jill@mayvillelibrary.org,9898436522,http://www.mayvillelibrary.org,Tu 10-8; W-F 10-6; Sa 10-2,5160,2
Ms. Diane J. Eisenga ,McBain Community Library,107 East Maple Street,,McBain,MI,49657-9672,deisenga@mcbain.org,2318258330,http://www.mcbain.org,"Sept-May M,Tu,Th 8:30-7; W 8:30-6; F8:30-4; Sa 9-1 Summer Hours: June 1-Labor Day M,Tu,W,TH 11-6; F 11-4; Sa 91, Non-school days open at 11.",5841,2
Ms. Kim L. Foghino ,Mendon Township Library,Township Of Mendon,314 West Main Street,Mendon,MI,49072,mendon@monroe.lib.mi.us,2694964865,http://woodlands.lib.mi.us/mendon/index.html,"Tu,W 10-5; Th 12-7; F 10-5; Sa 10-2",4730,2
Ms. Beth L. Schumacher ,Moore Public Library,7239 Huron Avenue,P.O. Box 189,Lexington,MI,48450-0189,lexlibrary@yahoo.com,8103598267,http://www.lexingtonlibrary.net/,"M 1-7; Tu,W,F 10-5; Th 1-7; Sa 10-1",5072,2
Ms. Mary Ann Lenon ,Morton Township Public Library,110 South James Street,P.O. Box 246,Mecosta,MI,49332-0246,mortwplib@centurytel.net,2319728315,www.morton.michlibrary.org,Tue 10a-5p; Wed 10a-7p; Thurs 10a-5p; Fri 10a-5p; Sat 10a-1p,6317,2
Ms. Julie A. Grynwich ,New Buffalo Township Public Library,33 North Thompson Street,,New Buffalo,MI,49117-1852,nblibrary@comcast.net,2694692933,http://www.newbuffalo.michlibrary.org ,"M,Tu,Th 10-8; W,F 10-5:30; Sa 10-3",5819,2
Mr. Dennis J. Caplis ,Newaygo Area District Library,44 North State Road,,Newaygo,MI,49337-0427,newdc@llcoop.org,2316526723,http://newaygo.llcoop.org,M-F 10-6; Sa 10-4,6834,2
Ms. Bonnie S. Heflin ,Nottawa Township Library,685 East Main Street,P.O. Box 398,Centreville,MI,49032-0398,nottawa@monroe.lib.mi.us,2694676289,http://nottawatownshiplibrary.com,"M, W-F 9-5; Tu 11-7; Sa 9-12 ",6174,2
Ms. Sharlyn S. Huyck ,Ovid Public Library,206 North Main Street,P.O. Box 105,Ovid,MI,48866-0105,ovidlibrary@frontier.com,9898345800,,"M-W,F 10-8; Sa 10-1",6458,2
Ms. Bonnie L. Povilaitis ,Pathfinder Community Library,812 Michigan Avenue,P.O. Box 880,Baldwin,MI,49304-0880,povilaitisbonnie@yahoo.com ,2317454010,,"M-W,F 9-6; Sa 9-3",5580,2
Ms. Victoria Shurly ,Peninsula Community Library,2735 Island View Road,,Traverse City,MI,49686-9701,vshurly@tadl.org ,2312237700,http://www.peninsulacommunitylibrary.org ,"M,Th 9-9; Tu,W,F 9-5:30; Sa 9-1",5433,2
Ms. Susan L. Ruder ,Pittsford Public Library,9268 East Hudson Road,,Pittsford,MI,49271-9653,sruder@monroe.lib.mi.us,5175232565,,"Tu,Th 11-5; W,F 12-5; Sa 10-12",4276,2
Ms. Mary A. Jaworski ,Port Austin Township Library,114 Railroad Street,P.O. Box 325,Port Austin,MI,48467-0325,m.jaworski@vlc.lib.mi.us,9897387212,http://www.portaustinlibrary.org/,"M,Th 1-8; Tu 10-12,1-5; W 10-12,1-8; F 1-4; Sa 10-2",5033,2
Ms. LuAnn K. Stachnik ,Potterville-Benton Township District Library,150 Library Lane,P.O. Box 240,Potterville,MI,48876-9741,director@pottervillelibrary.org,5176452989,http://www.pottervillelibrary.org,"M,Th,F 12:30-5:30; Tu 10-6; W 12-8; Sa 10-1",5413,2
Ms. Shauna L. Swantek ,Putnam District Library,327 North Main Street,P.O. Box 920,Nashville,MI,49073,sswantek@putnamlib.org,5178529723,www.putnamlib.org,"M, W & F 10-6; Tu & Th 3-8; Sa 10-1",6847,2
Ms. BillieJo Bluemer ,Rauchholz Memorial Library,1140 North Hemlock Road,,Hemlock,MI,48626-8613,billiejo@rauchholzlibrary.org,9896428621,http://www.rauchholzlibrary.org,"M,Tu,F 9-5; W,Th 1-8; Sat (Sept-May) 10-2 ",6240,2
Ms. Liberty N. Burdo ,Reading Community Library,104 North Main Street,P.O. Box 184,Reading,MI,49274-0649,rclforfun@yahoo.com,5172833916,rcl.michlibrary.org,M 2pm-6pm; Tu 10am-5pm; W 10am-5pm; Th Closed; F 10am-6pm; Sa 9am-1pm; Su Closed,4110,2
Ms. Janie A. Peters ,Reese Unity District Library,2065 Gates Street,PO Box 413,Reese,MI,48757,jp@reeseunitylibrary.org,9898684120,www.reeseunitylibrary.org,M-Th 10-7; F 10-4; Sa 9-1,5523,2
Ms. Erin N. Schmandt ,River Rapids District Library,227 East Broad Street,,Chesaning,MI,48616-1501,e.schmandt@vlc.lib.mi.us,9898453211,http://www.riverrapidslibrary.org,"M 10-6; Tu,Th 10-8; Sa 12-4 (Memorial Day-Labor Day: M, Tu 10-6; Th 10-8; F 10-6)",4659,2
Ms. Lisa K. Sutton ,Roscommon Area District Library,241 East Federal Highway,P.O. Box 888,Roscommon,MI,48653,lsutton@uproc.lib.mi.us,9892811305,http://www.roscommonlibrary.org/,T-Th 10-7; F-Sa 10-5,6295,2
Ms. Debra S. Ely ,Saint Ignace Public Library,110 West Spruce Street,,Saint Ignace,MI,49781,dely@uproc.lib.mi.us,9066438318,http://www.uproc.lib.mi.us/sti,"M,Tu,F&Sa 9-5; W&Th 9-7; Closed on Sunday",4434,2
Ms. Beverly K. Dear ,Sanilac District Library,7130 Main Street,P.O. Box 525,Port Sanilac,MI,48469-0525,sanilacdistrictlibrary@yahoo.com,8106228623,http://sanilacdistrictlibrary.lib.mi.us,"M,Tu,Th,F 11-5; W 11-9; Sa 11-2",4375,2
Ms. Martha M. Boetcher ,Saugatuck-Douglas District Library,10 Mixer Street,P.O. Box 789,Douglas,MI,49406-0789,mboetcher@llcoop.org,2698578241,http://sdlibrary.org,M-F 10-6; Sa 10-2; Su 1-4,5101,2
Ms. Margo B. Bonini ,Sebewaing Township Library,41 North Center Street,,Sebewaing,MI,48759-1406,sebewainglibrary@att.net,9898833520,http://www.sebewainglibrary.org/,"M,W 10-6; Tu,F 10-5; Sa 10-1",4038,2
Ms. Joann Sneary ,Somerset Township Library,12715 East Chicago Road,P.O. Box 69,Somerset Center,MI,49282-9516,,5176889223,,M-F 8-5,4623,2
Ms. Colleen T. Leddy ,Stair Public Library,228 West Main Street,,Morenci,MI,49256-1421,stair@monroe.lib.mi.us,5174586510,http://www.stairlib.org,"M,W 10-7; T,Th,F 1-5; Sa 9-1 ",4340,2
Ryan Deery ,Suttons Bay-Bingham District Library,416 Front Street,P.O. Box 340,Suttons Bay,MI,49682-0340,librarian@suttonsbaylibrary.org,2312713512,http://plinkit-michigan.hosting.enfoldsystems.com/MichiganLibraries/su,"Tu,W 10-6; Th 1-7:30; F 10-4; Sa 10-2",5479,2
Ms. Kathleen A. Naegele ,Taymouth Township Library,2361 East Burt Road,P.O. Box 158,Burt,MI,48417-0158,bur_ill@yahoo.com,9897704651,http://www.taymouthtwplibrary.org/,"M,Th 2-9; Tu 10-6; F 9-4",6680,2
Ms. Jeanette F. Morrish ,Thomas E. Fleschner Memorial Library,11935 Silver Creek Drive,P.O. Box 152,Birch Run,MI,48415-9704,birchrun@vlc.lib.mi.us,9896245171,,"M 10-6; Tu,Th 12-8; W 1-6; F 9-5; Sa 10-3; (Memorial Day-Labor Day M,W 10-6; Tu,Th 12-8; F 9-5)",6033,2
Mr. Erik J. Nieman ,Three Oaks Township Public Library,3 North Elm Street,,Three Oaks,MI,49128-1303,,2697565621,,"M,W,F 10-6; Tu,Th 12-7; Sa 12-4",5092,2
Ms. Marsha C. Doege ,Utica Public Library,7530 Auburn Road,,Utica,MI,48317-5216,doegem@libcoop.net,5867314141,http://www.uticalibrary.com,M-Th 11-7; F 11-4; Sa 11-2,4757,2
Ms. Cheryl D. Cole ,Vernon District Public Library,115 East Main Street,,Vernon,MI,48476,vernonlibrary@gmail.com,9892886486,http://www.vernon.michlibrary.org ,M 10-7; Tu 10-7; W 10-5; Th 10-7; F 10-5; Sa 10-2,4614,2
Ms. Donna J. Rickabaugh ,Walled Lake City Library,1499 East West Maple Road,,Walled Lake,MI,48390-3768,donna@walledlakelibrary.org,2486243772,http://walledlakelibrary.org,"M-Th 10-8; F,Sa 10-5 ",6999,2
Ms. Lois R. Hartman ,Watervliet District Library,333 North Main Street,,Watervliet,MI,49098-9750,watervlietlibrary@yahoo.com,2694636382,www.watervlietlibrary.net,M 10-8; Tu 10-5; W 10-8; Th 10-5; F 10-5; Sa 10-2,4837,2
Perri Saunders ,White Pigeon Township Library,102 North Kalamazoo Street,P.O. Box 399,White Pigeon,MI,49099-9726,wplibrary@monroe.lib.mi.us,2694837409,http://www.whitepigeonlibrary.org/,"M,W,F 9-5; Tu,Th 9-7; Sa 9-1",5240,2
