Ms. Karen J. Kotulis-Carter,Bloomfield Township Public Library,1099 Lone Pine Road,,Bloomfield Hills,MI,48302-2410,kotulisk@btpl.org,2486425800,http://www.btpl.org,M-Th 9:30-9; F 9:30-6:30; Sa 9:30-5:30; Su 12-5:30,41070,5,42.565266,-83.2816579,289675,32%,604566,894241,21.77,2.55,46748,1.14,14490,9569,433033,10.54,48516,39849,349999
Mr. Clifford C. Carey,Boyne District Library,201 East Main Street,,Boyne City,MI,49712-1380,info@boynelibrary.org,2315827861,http://www.boynelibrary.org,M-Th 9-8; F-Sa 9-5; Su 12-5,7226,3,45.2118538,-85.0132971,31388,33%,62776,94164,13.03,2.53,3000,0.42,5304,6504,95000,13.15,21134,3586,37180
Evette  M.  Atkin,Branch District Library,10 East Chicago Street,,Coldwater,MI,49036-1615,director@branchdistrictlibrary.org,5172782341,http://www.branchdistrictlibrary.org/,M 10-7; Tu & W 9-5; Th 9-7; F 9-5; Sa 10-4; Closed on Sundays,46905,5,41.9405473,-85.0003357,92433,55%,75627,168060,3.58,1.02,11351,0.24,4769,3320,206901,4.41,68919,19268,165441
Ms. Paula J. Gauthier,Brandon Township Public Library,304 South Street,,Ortonville,MI,48462-8636,pgauthier@brandonlibrary.org,2486271460,http://www.brandonlibrary.org/,M-Th 9-9; Sat 9-3,15175,4,42.848295,-83.448931,60710,42%,82214,142924,9.42,1.56,10955,0.72,13402,19742,105075,6.92,34104,8495,91350
Rose Rice,Bridgeport Public Library,3399 Williamson Road,,Saginaw,MI,48601-5662,r.rice@vlc.lib.mi.us,9897776030,http://www.bridgeportlibrary.org,"M-Th 9-9; F,Sa 9-5",12534,4,43.373415,-83.906363,18912,30%,43862,62774,5.01,1.3,6211,0.5,9213,372,76984,6.14,31870,9012,48123
Ms. Carol A. Richardson,Bridgman Public Library,4460 Lake Street,,Bridgman,MI,49106-9510,carol@bridgmanlibrary.com,2694653663,www.bridgmanlibrary.org,M-Th 10-8; F 10-5; Sa 10-4,5263,2,41.9426641,-86.5615374,19107,30%,44673,63780,12.12,1.66,4574,0.87,167,1082,81366,15.46,14802,7516,38400
Ms. Sara B. Morrison,Briggs Public Library,108 East Railroad Street,,Saint Johns,MI,48879-1533,smorrison@briggspubliclibrary.org,9892244702,http://www.briggspubliclibrary.org,M-Th 9:30-8; F 9:30-7; Sa 9:30-1; Sunday Closed,19008,4,43.0044167,-84.5582656,50424,40%,75635,126059,6.63,2.97,12421,0.65,1537,2519,108286,5.7,23616,10292,42423
Dr. Nancy Becker Johnson,Brighton District Library,100 Library Drive,,Brighton,MI,48116-4328,nbjohnson@brightonlibrary.info,8102296571,http://brightonlibrary.info/,M-W 10-9; Th Closed; F-Sa 10-5; Su 1-5 (school year),43254,5,42.541698,-83.791008,215472,40%,321256,536728,12.41,4.62,35616,0.82,32763,57689,257060,5.94,67436,31367,116275
Ms. Shirley K. Wood,Brown City Public Library,4207 Main Street,P.O. Box 58,Brown City,MI,48416-0058,bcplmi@greatlakes.net,8103462511,http://www.browncitylibrary.org/,"Tu,Th 10-5:30; W 12-9; F 11-5:30; Sa 9:30-1",4005,2,43.2123907,-82.9881594,5346,40%,7984,13330,3.33,0.88,446,0.11,238,432,4395,1.1,2750,1584,15105
Ms. Kathleen (Kate) J. Scheid,Buchanan District Library,128 East Front Street,,Buchanan,MI,49085,k.scheid@buchananlibrary.com,2696953681,http://www.buchananlibrary.org,Sun & Mon Closed; Tu 9-6; Wed 12-8; Th 12-8; Fri 9-6; Sat 9-2,10090,3,41.826903,-86.35992,14315,38%,23343,37658,3.73,0.86,3543,0.35,624,1324,61156,6.06,15865,5062,43763
Mr. Eric  D. Andreychuk,Bullard Sanford Memorial Library,520 West Huron Avenue,,Vassar,MI,48768-1244,librarian@vassarlib.org,9898232171,http://www.vassarlib.org,"Tu,Th 12-8; W,F 10-6; Sa 12-4",9705,3,43.3723611,-83.5882079,21124,33%,43113,64237,6.62,1.36,2845,0.29,0,15500,36541,3.77,4150,5269,47211
Ms. Mary A. Kennedy,Burr Oak Township Library,220 South Second Street,P.O. Box 309,Burr Oak,MI,49030-0309,burroaktl@charterinternet.com,2694892906,http://woodlands.lib.mi.us/burr/burr.html,M 3-7; Tu 9-7; Th 12-6; F 12-5; Sa 9-12,2611,1,41.8458595,-85.3168139,1500,35%,2750,4250,1.63,0.26,125,0.05,380,450,12376,4.74,6396,1130,16123
Ms. Cathy J. Tacoma,Cadillac-Wexford County Public Library,County of Wexford,411 South Lake Street,Cadillac,MI,49601-2101,tacomac@cadillaclibrary.org,2317756541,http://www.cadillaclibrary.org,"M-Th 9-8; F,Sa 9-6 (Sa after Memorial Day-Labor Day 9-3)",35087,5,44.2468462,-85.3997784,41793,21%,154469,196262,5.59,1.95,6118,0.17,473,49,211193,6.02,70049,21200,100394
Ms. Debra J. Oyler,Calumet Public School Library,57070 Mine Street,,Calumet,MI,49913-1799,doyler@clkschools.org,9063370311,http://www.clkschools.org/library/,"M,Th 8-6; Tu,W 8-8; F 8-4 ",8692,3,47.2434666,-88.4479893,15809,29%,39390,55199,6.35,1.18,1728,0.2,3401,1085,54734,6.3,6943,4644,46623
Ms. Laura J. Orlowski,Camden Township Library,119 South Main Street,,Camden,MI,49232,camden@monroe.lib.mi.us,5173685554,http://www.camdenlibrary.org,"M,Th 10-5; Tu,F 1-7; Sa 9-1; W,Su Closed",4192,2,41.7550705,-84.7575446,5650,34%,10952,16602,3.96,1.06,780,0.19,396,989,11024,2.63,3796,526,15696
Ms. Eva M. Davis,Canton Public Library,1200 South Canton Center Road,,Canton,MI,48188,davise@cantonpl.org,7343970999,http://www.cantonpl.org,"M-Th 9-9; F,Sa 9-6; Su 12-6",90173,6,42.2975305,-83.4869294,794394,41%,1119880,1914274,21.23,6.07,79706,0.88,19749,12386,594492,6.59,0,64102,315401
Ms. Maureen D. Hirten,Capital Area District Library,401 South Capitol Avenue,P.O. Box 40719,Lansing,MI,48901-7919,hirtenm@cadl.org,5173676300,http://www.cadl.org,"M-Th 9-9; F,Sa 9-6, Su 1-6",238859,6,42.7298179,-84.5537373,745759,26%,2089730,2835489,11.87,4.19,182350,0.76,52034,40814,1581380,6.62,1249900,77414,677188
Ms. Marcia M. Dievendorf,Caro Area District Library,840 West Frank Street,,Caro,MI,48723-1428,marcia@carolibrary.org,9896734329,http://www.carolibrary.org,M-F 9-8; Sa 9-5,11833,3,43.488725,-83.4047142,25127,24%,81089,106216,8.98,1.29,7654,0.65,12843,4128,74035,6.26,23613,10450,82155
Ms. Wanda M. Tessmer,Carp Lake Township Library,35349 Mall Circle Drive,P.O. Box 157,White Pine,MI,49971-0157,,9068855888,http://www.uproc.lib.mi.us/CarpLake/,M-F 3-7 (Jun 7-Sep 1 M-F 12:30-4:30),722,1,46.7509484,-89.5735141,342,14%,2117,2459,3.41,0.2,61,0.08,7,17,2913,4.03,854,295,12285
Ms. Beth C. O'Grady,Carson City Public Library,102 West Main Street,PO Box 699,Carson City,MI,48811-0699,car@llcoop.org,9895843680,http://carsoncity.llcoop.org,M-F 10-6; Sa 10-2,10967,3,43.1770075,-84.8465572,10659,27%,28358,39017,3.56,0.83,14000,1.28,13529,7535,51000,4.65,18506,2686,46941
Ms. Jennifer S. Ray,Cass District Library,319 M-62,,Cassopolis,MI,49031-1099,jray@cass.lib.mi.us,2694453400,http://cass.lib.mi.us,M-Th 9-8; F 9-6; Sa 9-3,38002,5,41.920513,-86.019044,48459,30%,112389,160848,4.23,1.7,2267,0.06,4658,4089,87910,2.31,86050,9722,94495
Ms. Donna Clark,Cedar Springs Public Library,43 West Cherry Street,P. O. Box 280,Cedar Springs,MI,49319-0280,ceddc@llcoop.org,6166961910,http://cedarsprings.llcoop.org,"M,Tu,F 12-6; W 10-7; Sa 10-1",9467,3,43.2237888,-85.5522435,16425,50%,16721,33146,3.5,1.39,11300,1.19,8848,5102,28300,2.99,1349,2947,23795
Ms. Heather Ann Hames,Center Line Public Library,7345 Weingartz Street,,Center Line,MI,48015-1462,hhames@centerline.gov,5867588274,www.centerline.gov,"M&F 9-5; Tu&Th 12-8; W 12-4; Sa 9-3 (Memorial Day - Labor Day M,Tu,Th&F 10-6; W 10-3)",8257,3,42.479497,-83.029301,10696,25%,31300,41996,5.09,1.04,2214,0.27,18829,17608,63546,7.7,13624,4532,40408
Mr. Richard T. Williams,Central Lake District Library,7900 Maple Street,P.O. Box 397,Central Lake,MI,49622-0397,dickwilliams@centrallakelibrary.com,2315442517,http://centrallakelibrary.com,"M,Tu,Th,F 10-6; W 10-8; Sa 10-3 ",3879,1,45.0708904,-85.2632396,4707,20%,18704,23411,6.04,0.97,1095,0.28,10,458,36725,9.47,12334,3711,24141
Ms. Katherine L. Bell Moore,Charles A. Ransom District Library,180 South Sherwood Avenue,,Plainwell,MI,49080-1827,kbmoore@ransomlibrary.org,2696858024,http://www.ransomlibrary.org,"M-Th 10-9; F,Sa 10-5",15068,4,42.4418265,-85.6343262,65696,34%,129566,195262,12.96,4.06,6794,0.45,6125,7038,80989,5.37,18333,9077,48036
Ms. Valerie L. Meyerson,Charlevoix Public Library,220 West Clinton Street,,Charlevoix,MI,49720-1399,val@charlevoixlibrary.org,2315472651,http://www.charlevoixlibrary.org,"M-Th 10-8; F,Sa 10-5;  Su 1-5",9405,3,45.3172359,-85.2612462,37759,33%,76042,113801,12.1,2.28,3119,0.33,7547,6337,164454,17.49,36893,7381,49952
Mr. William D. Siarny,Charlotte Community Library,226 South Bostwick Street,,Charlotte,MI,48813-1801,billsiarny@ameritech.net,5175438859,http://www.charlottelibrary.org,M-F 9-8; Sa 9-5,30613,5,42.5619167,-84.8372408,55146,38%,91425,146571,4.79,1.84,2600,0.08,7411,7433,267264,8.73,21654,12270,79712
Ms. Roxanne S. Ware,Chase Township Public Library,8400 East North Street,P.O. Box 24,Chase,MI,49623-0024,chaselibrary@yahoo.com,2318329511,,"M,Th 11-7; F 1-4",1495,1,43.8896346,-85.6341982,5352,50%,5348,10700,7.16,0.35,1258,0.84,0,5,6092,4.07,2096,1064,30543
Mr. Mark C. Bronson,Cheboygan Area Public Library,100 South Bailey Street,,Cheboygan,MI,49721-1661,mbronson@cheboyganlibrary.org,2316272381,http://www.cheboyganlibrary.org,M-Th 10-8; F 10-5; Sa 10-3,13993,4,45.64388,-84.480787,37039,40%,55000,92039,6.58,1.42,2750,0.2,4612,4076,123000,8.79,29147,9052,64998
Mr. William H. Harmer,Chelsea District Library,McKune Memorial Library,221 South Main Street,Chelsea,MI,48118-1267,bharmer@chelseadistrictlibrary.org,7344758732,http://chelsea.lib.mi.us/,M-Th 10-9; F 10-6; Sa 10-5 (Jun 11-Aug 29 M-Th 10-8; F 10-6; Sa 10-3),15010,4,42.3168371,-84.0204492,125103,39%,199572,324675,21.63,4.16,27186,1.81,31166,71931,240675,16.03,49102,10073,78037
Ms. Marion A. Lusardi,Chesterfield Township Library,50560 Patricia Avenue,,Chesterfield,MI,48051-3804,mlusardi@chelibrary.org,5865984900,http://www.chelibrary.org/,M-Th 10-8; F 10-5; Sa 10-4,43381,5,42.670263,-82.8401053,51368,28%,135354,186722,4.3,1.94,22400,0.52,41488,42313,96155,2.22,30269,16708,96444
Ms. Lise H. Mitchell,Chippewa River District Library System,301 South University,,Mount Pleasant,MI,48858-2524,lhmitch@crdl.org,9897733242,http://www.crdl.org,"M-Th 9-8; F,Sa 10-6:00; Su 1-5:00 (Labor Day through Memorial Day)",63358,6,43.6025482773117,-84.7750505349182,133663,45%,163365,297028,4.69,1.77,33939,0.54,7227,10504,278760,4.4,82172,41164,168276
Ms. Julia R. Meredith,Clarkston Independence District Library,6495 Clarkston Road,,Clarkston,MI,48346-1501,juliem@indelib.org,2486252212,http://www.indelib.org,M-W 10-9; Th-Sat 10-6; Closed Sundays,3604,5,42.739264,-83.4086,8487,23%,28513,37000,10.27,0.88,3702,1.03,391,1393,33043,9.17,7744,3498,41899
Ms. Grace A. Strauss,Clinton Township Public Library,100 Brown Street,P.O. Box 530,Clinton,MI,49236-9700,gstrauss@clinton.lib.mi.us,5174564141,http://www.clinton.lib.mi.us/,M-Th 11-8; F 11-6; Sa 10-2 (Jun 1-Aug 31 M-Th 11-7; F 11-6; Sa 10-2),169833,1,42.0728098,-83.9718549,665966,34%,1311664,1977630,11.64,6.11,0,0,3653,6331,0,0,131927,105416,323783
Mr. Larry P. Neal,Clinton-Macomb Public Library,40900 Romeo Plank Road,,Clinton Township,MI,48038-2955,lneal@cmpl.org,5862265011,http://www.cmpl.org,"M-Th 9-9; F,Sa 9-6; Su 1-6 (Jun 1-Sep 5 Closed Su)",4622,6,42.6007752,-82.9321676,3962,22%,14440,18402,3.98,0.69,136,0.03,1813,1601,22807,4.93,6468,2123,26706
Ms. Gale L. Nelson,Coleman Area Library,111 First Street,P.O. Box 515,Coleman,MI,48618-0515,library@tm.net,9894656398,http://www.colemanlibrary.org/,"Tu,W,F 9-5; Th 12:30-8:30; Sa 8-12",13024,2,43.7540292,-84.5828379,24547,25%,73047,97594,7.49,1.26,4184,0.32,612,1398,63565,4.88,13287,9213,77512
Mr. Charles E. Dickinson,Coloma Public Library,151 West Center Street,P.O. Box 430,Coloma,MI,49038-0430,chuckcolomalibrary@yahoo.com,2694683431,http://www.colomapubliclibrary.net,"M,F 10-5:30; Tu,W,Th 10-8; Sa 10-2",3803,4,42.1861677,-86.3072451,6634,28%,17378,24012,6.31,0.93,1099,0.29,1013,1158,23100,6.07,7429,3149,25919
Ms. Kay E. Montei,Columbia Township Library,6456 Center Street,,Unionville,MI,48767,columbiatwplib@airadvantage.net,9896742651,http://www.columbiatwplibrary.org/,"M,Th 10-7; Tu,W 10-5; Sa 9-1",2373,1,43.652885,-83.4663124,5012,31%,11386,16398,6.91,1.01,499,0.21,63,601,5224,2.2,3001,425,16246
Ms. Connie Jo Ozinga,Commerce Township Community Library,2869 North Pontiac Trail,,Commerce Township,MI,48390-2736,cjozinga@commercelibrary.info,2486698108,http://www.commercelibrary.info/,"M-Th 10-9; F,Sa 10-5; Su 1-5",40186,5,42.559996,-83.446978,125417,33%,253063,378480,9.42,3.28,23712,0.59,73627,0,85188,2.12,33442,17000,115273
