Ms. Teresa M. Natzke ,Franklin Public Library,32455 Franklin Road,,Franklin,MI,48025-1130,tnatzke@franklin.lib.mi.us,2488512254,http://www.franklin.lib.mi.us,"M,W,F 11-6; Tu,Th 11-8; Sa 11-4",3150,1
Ms. Suzanne M. Robinson ,Galien Township Public Library,302 North Cleveland Avenue,P.O. Box 278,Galien,MI,49113-0278,galienpl@sbcglobal.net,2695458281,,"M,W 12-8; Tu,Th 10-5:30; F 12-5:30; Closed Sa,Su",3043,1
Ms. Kay K. Bursley ,George W. Spindler Memorial Library,186 North Main Street,P.O. Box 68,Woodland,MI,48897-0068,kow14god@yahoo.com,2693674694,http://www.gwspindler.michlibrary.org ,M 3-7; W 1-7;Th 9-2; Sa 10-1,2047,1
Mr. David F. Diller ,Glen Lake Community Library,10115 West Front Street,,Empire,MI,49630-9418,info@glenlakelibrary.net,2313265361,http://www.glenlakelibrary.net/,"M,W,F 10-5; Tu,Th 10-7; Sa 10-3",3650,1
Trixie McMeeking ,Homer Public Library,141 West Main Street,,Homer,MI,49245-1138,hpl@wowway.biz,5175683450,http://www.homerpl.michlibrary.org ,M-W 10-5; Th 10-8; F 10-4; Sa 9-12,3926,1
Ms. Susan K. Dooley ,Idlewild Public Library,6437 South Nelson Road,,Idlewild,MI,49642-9737,idlewildlibrary@yahoo.com,2317457652,,"M,Tu,W,F 2-6; Sa 10-2",761,1
Ms. Joan M. Schick ,Lake Linden-Hubbell School/Public Library,601 Calumet Street,,Lake Linden,MI,49945-1002,llh-library@lakelinden.k12.mi.us,9062960698,http://www.lakelinden.k12.mi.us,"M,W,F 8-4; Tu,Th 8-8:30",3730,1
Mr. Ralph L. Weessies ,Lawrence Memorial Public Library,107 North Main Street,P.O. Box 280,Climax,MI,49034-0280,lawrmemlib@ctsmail.net,2697464125,http://lawrenceclimax.michlibrary.org/ ,M 2-5; Tu-Th 2-7; Sa 9-12,2463,1
Ms. Mary Christine Roussel ,Lawton Public Library,125 South Main Street,Drawer 520,Lawton,MI,49065-0520,marychrisr49@yahoo.com,2696245481,http://www.protopage.com/lawtonpubliclibrary,"M-W,F 10-7; Sa 10-2",1900,1
Ms. Deborah S. Stannard ,Leelanau Township Library,119 East Nagonaba Street,P.O. Box 235,Northport,MI,49670-0235,leelanautwplib@yahoo.com,2313865131,http://www.leelanautownshiplibrary.org,"Tu,Th-Sa 9:30-5; W 3-8; Closed Sunday and Monday",2027,1
Ms. Denise D. Schmidt ,LeRoy Community Library,104 West Gilbert Street,P.O. Box 157,LeRoy,MI,49651,leroylibrary@att.net,2317684493,http://www.leroylibrary.michlibrary.org,"M,F 10-2; Tu,Th 1-6; W 12-5; Sa 10-1; Closed on Sundays",3585,1
Ms. Janet Barton ,Litchfield District Library,108 North Chicago Street,P.O. Box 357,Litchfield,MI,49252,litchfielddistrictlibrary@yahoo.com,5175423887,http://litchfielddl.michlibrary.org/ ,"M,W,F 10a-6p; Sa 9a-1p",2372,1
Ms. Victoria L. Reinhardt ,Lyons Township District Library,240 East Bridge Street,P.O. Box 185,Lyons,MI,48851-0185,lyonslib@hotmail.com,9898553414,,"M,W 11-7; Tu,Th,F 11-4; Sa 9-12 (May 31-Sep 6 M,W 10-6;  Tu,Th,F 10-3; Sa 9-12)",3667,1
Ms. Anne L. St. Onge ,Mackinac Island Public Library,7549 Huron,P.O. Box 903,Mackinac Island,MI,49757-0903,mipl2@mackisland.com,9068473421,,"Tu-Sa 11-5:30 (Jun 1-Sep 1 M,F 11-8:30; Tu,W,Sa 11-5:30)",492,1
Ms. Marvia J. Nemetz ,Maple Rapids Public Library,130 South Maple Avenue,P.O. Box 410,Maple Rapids,MI,48853-0410,mrlibrary@mutualdata.com,9896824464,,"M,W 10-7; F 10-5 ",3996,1
,Marenisco Township Library,321 Fair Avenue,,Marenisco,MI,49947,,9067872463,,,1727,1
Ms. Judith Berg ,McMillan Township Library,200 Cedar Street,P.O. Box 49,Ewen,MI,49925-0049,jcberg@charter.net,9069882515,,"Tu,F 10:30-7; Th 11-5",2440,1
Ms. Rochelle E. Siler ,Merrill District Library,321 West Saginaw,PO Box 97,Merrill,MI,48637-0729,mer_ill@yahoo.com,9896437300,http://www.merrilllibrary.org/,"M,W 11-7:00; Tu,Th 11-4:30; Sa 11-1",3433,1
Ms. Bobbette M. Walling ,Mulliken District Library,135 Main Street,P.O. Box 246,Mulliken,MI,48861-0246,mulldistlib@yahoo.com,5176498611,,"M 10-6; Tu,Th 3-8; F 1-6",1848,1
Ms. Phyllis J. Rickard ,North Adams Community Memorial Library,110 East Main Street,PO Box 248,North Adams,MI,49262-0248,northadamslibrary@gmail.com,5172874426,,"Wed 12-5, Th,F 11-5; Sa 9-12",3903,1
Ms. Kelli R. Lovasz ,North Branch Township Library,3714 Huron Road,P O Box 705,North Branch,MI,48461-0705,northbranchlibrary@northbranchlibrary.net,8106882282,http://www.northbranchlibrary.org/,"M,F 9-5:30; T-Th 9-2; Sa 9-2 ",3645,1
Ms. Laura N. Mancini ,Oakland County Research Library,1200 North Telegraph Road,"Building 14 East, Department 453",Pontiac,MI,48341-0453,mancinil@oakgov.com,2488580738,http://www.oakgov.com/boclib/,M-F 8:30-5,19,1
Mr. Eric A. Smith ,Ontonagon Township Library,311 North Steel Street,,Ontonagon,MI,49953-1317,libdirector@jamadots.com,9068844411,http://www.uproc.lib.mi.us/Ontonagon,"M,W 11-8; Tu,F 11-5; Sa 10-2",3679,1
Ms. Jennifer A. Strand ,Osceola Township School Public Library,48475 Maple Drive,P.O. Box 371,Dollar Bay,MI,49922-0371,strandj@dollarbay.k12.mi.us,9064825800,,"M,Tu,Th,F 7:45-4:30; W 7:45-4:30, 5:30-7:30 (Jun 13-Aug 29 M-Th 8:30-12:30)",1830,1
Ms. Bonnie L. Staffen ,Palo Community School District Public Library,8315 Mill Street,P.O. Box 338,Palo,MI,48870-0338,MrsStaffen@paloschools.org,9896374359,http://palo.michlibrary.org ,M-Th 12-6; F 8-12:30; Sa 10-2; Su Closed,959,1
Ms. Marilyn M. Cluchey ,Pentwater Township Library,402 East Park Street,P.O. Box 946,Pentwater,MI,49449-0946,mcluchey@pentwaterlibrary.org,2318698581,http://www.pentwaterlibrary.org,"M,Th 9-8:30; Tu,W,F 9-5; Sa 9-2",1939,1
Ms. Suzanne Graham ,Ray Township Public Library,64255 Wolcott Road,,Ray Township,MI,48096-2433,grahams@libcoop.net,5867497130,,M-Th 1-8pm; Sa 10a-1p; Closed Fridays and Sundays,3739,1
Ms. Nancy E. Currie ,Republic-Michigamme Public Library ,Rural Route 1 ,Box 201 A,Republic,MI,49879-9751,ncurrie@maresa.org,9063762277,,"Tu-F 3:15-7 (Tu,Th 9-12; W 3-7 Summer Hours)",1508,1
Ms. Susan C. Graham ,Richfield Township Public Library,1410 North Saint Helen Road,P.O. Box 402,Saint Helen,MI,48656-0402,rtplib@kirtland.cc.mi.us,9893897630,,M 9:30-7:30; Tu-F 9:30-4:30; Sa 10-1,3731,1
Ms. Sherma M. Horrocks ,Richland Township Library,8821 Third Street,P.O. Box 220,Vestaburg,MI,48891-0220,rtl@cmsinter.net,9892685044,www.richlandtownshiplibrary.com,M 2-6; Tu 10-5; W 11-5; Th 11-5; F 11-5,3674,1
Ms. Jan M. St. Germain ,Richmond Township Library,500 Smith Street,P.O. Box 35,Palmer,MI,49871-0035,richtown@uproc.lib.mi.us,9064755241,http://www.uproc.lib.mi.us/rich/,"M 1-7, Tu 11-5, 7-9, W, Th,11-5; 1st Sa of every month 10-12",882,1
Ms. Toria Bradley-May ,Royal Oak Township Public Library,21131 Garden Lane,,Ferndale,MI,48220-2194,,2485429205,,"M,Tu,Th 11-7",2419,1
Ms. Bobbi J. Truesdell ,Schoolcraft Community Library,330 North Centre Street,,Schoolcraft,MI,49087-7701,btruesdell@schoolcraftlibrary.org,2696795959,http://schoolcraftlibrary.org,"M 10-7:30; Tu,W 1-7:30; Th 10-5; F 1-5; Sa 10-1",3775,1
Ms. Cristy L. Omans ,Seville Township Public Library,6734 Lumberjack Road,P.O. Box 160,Riverdale,MI,48877-9700,seville@ispmgt.com,9898337776,,"M,Tu,F 9-5; W 2-7; Sa 9-12",3138,1
Amber Snow ,Sherman Township Library,P.O. Box 97,3453 N. School Road-Library,Weidman,MI,48893,benhuffman@gmail.com,9896445131,www.shermanteplib.com,"T,W,F, Sat. 10:00-5:30, Th 12:00-8:00",2991,1
Ms. Barbara J. Butch ,Sleeper Public Library,2236 East Main Street,,Ubly,MI,48475-9726,ublylibrary@sbcglobal.net,9896588901,http://www.sleeperlibrary.org/,"M,F 10-5; Tu-Th 10-8; Sa 10-2",3428,1
Ms. Gretchen A. Evans ,Sodus Township Library,3776 Naomi Road,,Sodus,MI,49126-9783,sodustwplib@comcast.net,2699250903,,M 2-7; Tu-Th 2-6; F 2-5; Sa 10-1,1932,1
Mr. Ward A. MacCready ,Sunfield District Library,112 Main Street,,Sunfield,MI,48890-0097,sunfieldlibrary@cablespeed.com,5175668065,http://www.sunfieldlibrary.michlibrary.org ,Tu-F 2-8; Sa 9-1,2387,1
Ms. Sharla A. Vincent ,Tekonsha Township Public Library,230 South Church Street,,Tekonsha,MI,49092-9796,tekonlib@charterinternet.com,5177674769,,"M,F,Sa 10-2; Tu-Th 3-7",1873,1
Ms. Patricia M. King ,Topinabee Public Library,1576 Straits Highway,,Topinabee,MI,49791-0328,topinab1@northland.lib.mi.us,2312387514,http://topinabeepl.michlibrary.org/,"Tu, F 10-5,W 1-5;Th 1-8",1652,1
Ms. Carla M. Rumsey ,Vermontville Township Library,120 East First Street,P.O. Box G,Vermontville,MI,49096-0910,vermontvillelibrary@yahoo.com,5177261362,http://www.vmtlib.michlibrary.org ,Tu 1-8; W-F 11-6; Sa 9-1,3895,1
Ms. Denise N. Engel ,Wakefield Public Library,401 Hancock Street,,Wakefield,MI,49968-1330,dengel@uproc.lib.mi.us,9062295236,http://www.uproc.lib.mi.us/Wakefield/,"M 10-6; Tu,Th 12-4:30; W 12-6; F 10:00-4:30; Sa 10-12",2156,1
Ms. Carol M. Newcomer ,Waldron District Library,107 North Main Street,P.O. Box 136,Waldron,MI,49288-0136,waldron@monroe.lib.mi.us,5172866511,http://waldrondistlib.michlibrary.org/ ,"Tu,W,Th 11-7; F 11-4:30, Sa 9-12",2475,1
Ms. Deborah J. Trussell ,Walkerville Public/School Library,180 East Main Street,,Walkerville,MI,49459-0068,detrussell@walkerville.k12.mi.us,2318735727,http://www.walkerville.k12.mi.us,M-W 12-4; Th 12-7:30,1968,1
Ms. Cathy S. Valentine ,Watertown Township Library,9405 Foster Street,P.O. Box 39,Fostoria,MI,48435-0039,library@watertowntownship.org,9897952794,http://www.watertowntwplibrary.org/,"M-W 11-5; Th 10-4; Sa 10-12 (May 1-Sep 1 M,Tu 11-5; W,Th 10-4)",2202,1
Ms. Rebecca A. Kurtz ,Wheatland Township Library,207 Michigan Avenue,P.O. Box 217,Remus,MI,49340-0217,vitrumpet@yahoo.com,9899678271,http://www.remus.org,Tu-F 9:30-5:30; Sa 9-1,2913,1
Ms. Cynthia A. Bulmer ,Whitefish Township Community Library,7247 North M-123,P.O. Box 197,Paradise,MI,49768-0197,cbulmer@eup.k12.mi.us,9064923500,,"Tu,Th,F 10-4; W 5:15-8:15; Sa 10-2",575,1
Ms. Susan E. Warner ,Wolverine Community Library,5716 Main Street,P.O. Box 310,Wolverine,MI,49799-9747,wolveri1@northland.lib.mi.us,2315258800,,"M-W,F 10-5; Th 10-8",2738,1
