Ms. Kay L. Schwartz ,Flint Public Library,1026 East Kearsley Street,,Flint,MI,48503-1923,kschwartz@fpl.info,8102327111,www.fpl.info,Tues-Fri 9 to 8; Sat 9 to 6,102434,6
Ms. Carolyn Nash ,Genesee District Library,G-4195 West Pasadena Avenue,,Flint,MI,48504-2375,cnash@thegdl.org,8107325570,http://www.thegdl.org,M-Tu 9-9; W-Th 12-8; F-Sa 9-5,332567,6
Ms. Melissa J. Barnard ,Grace A. Dow Memorial Library,City Of Midland,1710 W. St. Andrews Road,Midland,MI,48640-2698,mbarnard@midland-mi.org,9898373430,http://www.midland-mi.org/gracedowlibrary,M-F 9:30 am - 8:30 pm; Sa 10 am - 5 pm; Su 1 pm - 5 pm (Closed Weekends Memorial Day - Labor Day),76707,6
Ms. Marcia A. Warner ,Grand Rapids Public Library,"111 Library Street, NE",,Grand Rapids,MI,49503-3268,mwarner@grpl.org,6169885400,http://www.grpl.org/,"M-Th 9-9; F,Sa 9-5:30; Su 1-5 (May 30-Sep 4 Closed Su)",188040,6
Ms. Vickey J. Bloom ,Grosse Pointe Public Library,10 Kercheval Avenue,,Grosse Pointe Farms,MI,48236-3693,vbloom@gp.lib.mi.us,3133432074,http://www.gp.lib.mi.us,"M-Th 9-9; F,Sa 9-5; Su 1-5 (Summer Closed Su)",51054,6
Mr. Thomas J. Genson ,Herrick District Library,300 South River Avenue,,Holland,MI,49423-3247,tgenson@herrickdl.org,6163553100,http://www.herrickdl.org,M-Tu 9-9; W-Sa 9-6; Closed on Sundays,102423,6
Ms. Kathleen L. Zaenger ,Howell Carnegie District Library,314 West Grand River Avenue,,Howell,MI,48843-2146,zaenger@howelllibrary.org,5175460720,http://howelllibrary.org,"M-Th 10-8; F,Sa 10-5; Su 12-4 (Memorial Day-Labor Day Closed Su )",52529,6
Mr. Ishwar Laxminarayan ,Jackson District Library,244 West Michigan Avenue,,Jackson,MI,49201-2230,ishwar@myjdl.com,5177884099,http://www.myjdl.com,M-F 8-5,160248,6
Ms. Ann S. Rohrbaugh ,Kalamazoo Public Library,315 South Rose Street,,Kalamazoo,MI,49007-5270,AnnR@kpl.gov,2693429837,http://www.kpl.gov,M-Th 9-9; F 9-6; Sa 9-5; Su 1-5 (July 1-Sep 1 Th 9-6; Closed Su),123979,6
Mr. Lance M. Werner ,Kent District Library,"814 West River Center, N.E.",,Comstock Park,MI,49321-8955,lwerner@kdl.org,6167842007,http://www.kdl.org,M-F 8-5,395660,6
Ms. Melissa A. Malcolm ,Lapeer District Library,201 Village West Drive South,,Lapeer,MI,48446-1699,melissa@lib.lapeer.org,8106649521,http://www.library.lapeer.org/,M-F 8-5,61834,6
Ms. Kathleen L. Monroe ,Livonia Public Library,Livonia Civic Center Library,32777 Five Mile Road,Livonia,MI,48154-3045,kmonroe@livonia.lib.mi.us,7344662450,http://livonia.lib.mi.us,"M-Th 9-9; F,Sa 9-5; Su 1-5 (Su hours Labor Day thru Memorial Day)",96942,6
Ms. Nancy E. Bellaire ,Monroe County Library System,Ellis Library and Reference Center,3700 South Custer Road,Monroe,MI,48161-9732,nancy.bellaire@monroe.lib.mi.us,7342415770,http://www.monroe.lib.mi.us,"M-Th 9-9; F,SA 9-5; Su 12-5 (Jun-Aug closed Su)",149955,6
Mr. Stephen C. Dix ,Muskegon Area District Library,4845 Airline Road,Unit 5,Muskegon,MI,49444-4503,sdix@madl.org,2317376248,http://www.madl.org,M-F 8-5,119450,6
Ms. Julie E. Farkas ,Novi Public Library,45255 West Ten Mile Road,,Novi,MI,48375-3014,jfarkas@novilibrary.org,2483490720,http://www.novilibrary.org/,"M-Th 10-9; F,Sa 10-5; Su 1-5 (May 29-Sep 4 Closed Su)",55374,6
Mr. Michael J. Lamb ,Pontiac Public Library,60 East Pike Street,,Pontiac,MI,48342-2225,,2487583942,http://www.pontiac.lib.mi.us/,"M-W 9-8; Th,F 9-6; Sa 10-2",59515,6
Ms. Christine A. Berro ,Portage District Library,300 Library Lane,,Portage,MI,49002-4399,cberro@portagelibrary.info,2693294542,http://www.portagelibrary.info,M-Th 9-9; F 9-6; Sa 9-5; Su 1-5,52170,6
Ms. Trisha A. Burns ,Public Libraries of Saginaw,Hoyt Main Library,505 Janes Avenue,Saginaw,MI,48607-1285,tburns@saginawlibrary.org,9897559833,http://www.saginawlibrary.org,"M-Th 9-9; F,Sa 9-5; Su 1-5 (May 1-Sep 30 Closed Su)",124823,6
Ms. Christine Lind Hage ,Rochester Hills Public Library,500 Olde Towne Road,,Rochester,MI,48307-2043,Christine.Hage@RHPL.org,2486507122,http://www.RHPL.org,"M-Th 9-9; F,Sa 9-6; Su 1-6 (School Year)",100485,6
Ms.  Mary Karshner ,Royal Oak Public Library,222 East Eleven Mile Road,P.O. Box 494,Royal Oak,MI,48068-0494,mary@ropl.org,2482463710,http://www.ropl.org,M & W 10a-9p; Tu & Th 12p-9p; F & Sa 10a-6p,57236,6
Ms. Allison S. Arnold ,Saint Clair County Library System,210 McMorran Boulevard,,Port Huron,MI,48060-4014,aarnold@sccl.lib.mi.us,8109877323,http://www.sccl.lib.mi.us,"M,-Th 8:30-9; F, Sa  8:30-6",160312,6
Ms. Rosemary Orlando ,Saint Clair Shores Public Library,City of Saint Clair Shores,22500 Eleven Mile Road,Saint Clair Shores,MI,48081-1399,orlandor@libcoop.net,5867719020,http://www.libcoop.net/stclairshores,"M-Th 9-9; F,Sa 9-5 (May 23-Sep 5 M-Th 9-9; F 9-5)",59715,6
Mr. David O. Conklin ,Shelby Township Library,51680 Van Dyke Avenue,,Shelby Township,MI,48316-4459,conklind@libcoop.net,5867397414,http://www.shelbytwplib.org,"M-Th 9-8; F,Sa 9-5",73804,6
Mr. David L. Ewick ,Southfield Public Library,26300 Evergreen Road,P.O. Box 2055,Southfield,MI,48076-2055,dewick@southfieldlibrary.org,2487964200,http://www.sfldlib.org,"Mon & Wed 1 pm - 9 pm; Tu, Th & Sa 9:30 am - 5:30 pm; Su 1 pm - 5pm;  CLOSED on Fridays ",75814,6
Ms. Tammy L. Turgeon ,Sterling Heights Public Library,40255 Dodge Park Road,,Sterling Heights,MI,48313-4140,turgeont@libcoop.net,5864462640,http://www.shpl.net,M-Th 9:30-9; F 1-5; Sa 9:30-5,129699,6
"Ms. Metta T. Lansdale, Jr. ",Traverse Area District Library,610 Woodmere,,Traverse City,MI,49686-3102,lansdale@tadl.org,2319328500,http://tadl.org,"M-Th 9-9; F,Sa 9-6; Su 12-5",97396,6
Ms. Cathleen A. Russ ,Troy Public Library,510 West Big Beaver Road,,Troy,MI,48084-5289,C.Russ@troymi.gov,2485243538,http://www.troylibrary.info,M-Th 10a-9p; Closed Fridays; Sa 10a-5p; Su 1p-5p,80980,6
Ms. Oksana Urban ,Warren Public Library,City of Warren,"One City Square, Suite 100",Warren,MI,48093,dlambert@cityofwarren.org,5865744564,www.warrenlibrary.net,Administration Hours: 8:30-5 Monday - Friday,134056,6
Ms. Joan M. Rogers ,Waterford Township Public Library,5168 Civic Center Drive,,Waterford,MI,48329-3713,JRogers@twp.waterford.mi.us,2486744831,http://www.waterford.lib.mi.us/,"M-Th 10-9; F,Sa 10-5; Su 1-5",71997,6
Ms. Maria T. McCarville ,Wayne County Public Library,30555 Michigan Avenue,,Westland,MI,48186-5310,,7347277310,http://waynecounty.lib.mi.us/,M-F 8-4:30,234999,6
Ms. Clara N. Bohrer ,West Bloomfield Township Public Library,4600 Walnut Lake Road,,West Bloomfield,MI,48323-2557,bohrercn@wblib.org,2486822120,http://www.wblib.org,"M-Th 9-9; F,Sa 9-6; Su 12-8",71755,6
Mr. Richard A. Hulsey ,Willard Public Library,7 West Van Buren Street,,Battle Creek,MI,49017-3080,rhulsey@willard.lib.mi.us,2699688166,http://www.willard.lib.mi.us,M-Th 9-9; F 9-6; Sa 9-5; Su 1-5 (May-Aug closed Su),89779,6
Sheila Collins ,William P. Faust Public Library of Westland,6123 Central City Parkway,,Westland,MI,48185-9118,sheila.collins@westlandlibrary.org,7343266123,http://www.westlandlibrary.org,Sunday & Monday Closed; T 10a-6p; W 12p-9p; Th 12p-9p; F 10a-5p; Sa 10a-5p  (New hours coming by Feb. 2013),84094,6
Ms. Jill Stanton Morey ,Ypsilanti District Library,5577 Whittaker Road,,Ypsilanti,MI,48197-9752,morey@ypsilibrary.org,7344824110,http://www.ypsilibrary.org,"M - Th 9-9, Friday-Sat 10-6, Sunday 1-5",82974,6
